Bt0,Bt1,Bt2,Bt3,Sector
-65,-72,-56,-71,3
-63,-71,-55,-59,3
-62,-72,-56,-59,3
-63,-71,-64,-71,3
-64,-71,-57,-71,3
-63,-72,-56,-68,3
-64,-71,-56,-70,3
-62,-73,-56,-59,3
-63,-72,-56,-59,3
-63,-72,-61,-59,3
-63,-71,-64,-59,3
-63,-72,-57,-59,3
-64,-73,-64,-59,3
-63,-71,-64,-68,3
-64,-72,-56,-68,3
-62,-73,-57,-59,3
-64,-72,-56,-59,3
-63,-71,-56,-68,3
-62,-71,-64,-68,3
-63,-72,-56,-68,3
-63,-73,-64,-69,3
-63,-71,-64,-59,3
-62,-71,-64,-68,3
-62,-71,-64,-59,3
-63,-71,-64,-59,3
-63,-72,-64,-71,3
-65,-72,-56,-68,3
-63,-71,-56,-68,3
-63,-72,-56,-71,3
-63,-71,-64,-59,3
-63,-71,-61,-68,3
-65,-71,-65,-68,3
-62,-72,-61,-71,3
-63,-71,-56,-69,3
-63,-72,-56,-59,3
-63,-72,-64,-68,3
-62,-72,-65,-71,3
-63,-72,-56,-71,3
-63,-72,-65,-59,3
-65,-71,-65,-68,3
-63,-71,-64,-59,3
-63,-71,-61,-59,3
-63,-72,-61,-71,3
-63,-72,-64,-69,3
-63,-72,-57,-59,3
-63,-72,-65,-59,3
-65,-71,-61,-59,3
-65,-72,-61,-59,3
-65,-71,-56,-69,3
-63,-72,-65,-68,3
-63,-72,-56,-68,3
-63,-72,-65,-59,3
-63,-71,-65,-68,3
-65,-71,-61,-68,3
-63,-72,-56,-71,3
-63,-71,-56,-59,3
-65,-71,-57,-59,3
-63,-72,-54,-71,3
-65,-71,-56,-68,3
-63,-71,-56,-69,3
-65,-71,-61,-69,3
-65,-70,-56,-68,3
-63,-71,-64,-68,3
-63,-71,-56,-68,3
-63,-72,-56,-68,3
-65,-72,-56,-68,3
-63,-71,-65,-69,3
-62,-71,-61,-71,3
-65,-71,-65,-71,3
-63,-71,-61,-59,3
-63,-72,-56,-71,3
-65,-72,-61,-71,3
-65,-71,-56,-59,3
-63,-71,-62,-68,3
-63,-72,-54,-59,3
-63,-72,-56,-71,3
-65,-72,-61,-69,3
-62,-72,-61,-71,3
-63,-71,-65,-68,3
-62,-72,-56,-59,3
-65,-72,-56,-68,3
-63,-72,-65,-71,3
-62,-72,-56,-71,3
-63,-71,-65,-68,3
-63,-72,-62,-69,3
-63,-71,-65,-59,3
-62,-71,-65,-69,3
-65,-70,-65,-68,3
-63,-71,-65,-71,3
-63,-71,-65,-71,3
-63,-71,-57,-69,3
-65,-72,-57,-68,3
-63,-72,-57,-71,3
-63,-71,-56,-69,3
-63,-72,-57,-68,3
-65,-72,-65,-58,3
-63,-72,-56,-69,3
-63,-72,-61,-69,3
-65,-71,-61,-71,3
-65,-71,-61,-57,3
-65,-71,-61,-59,3
-63,-71,-62,-71,3
-63,-72,-56,-71,3
-63,-72,-62,-69,3
-65,-71,-65,-69,3
-63,-72,-56,-69,3
-63,-71,-56,-71,3
-63,-71,-56,-68,3
-65,-72,-62,-59,3
-63,-72,-56,-71,3
-65,-71,-65,-68,3
-63,-71,-56,-68,3
-63,-72,-65,-71,3
-63,-72,-65,-69,3
-63,-72,-64,-58,3
-64,-71,-61,-69,3
-63,-72,-56,-59,3
-64,-71,-57,-59,3
-63,-72,-57,-59,3
-63,-71,-64,-71,3
-63,-72,-61,-59,3
-63,-71,-65,-71,3
-63,-72,-64,-71,3
-63,-72,-65,-59,3
-63,-71,-62,-68,3
-63,-72,-65,-71,3
-63,-72,-64,-59,3
-63,-72,-65,-68,3
-63,-71,-61,-71,3
-63,-71,-65,-71,3
-63,-72,-64,-59,3
-63,-72,-56,-71,3
-63,-72,-56,-59,3
-62,-71,-56,-68,3
-63,-72,-61,-69,3
-63,-72,-65,-71,3
-62,-72,-65,-68,3
-63,-72,-61,-68,3
-63,-72,-56,-68,3
-63,-72,-60,-68,3
-63,-72,-61,-59,3
-63,-70,-57,-71,3
-63,-72,-65,-71,3
-63,-72,-57,-69,3
-63,-72,-56,-71,3
-63,-72,-61,-69,3
-63,-72,-56,-68,3
-64,-71,-57,-68,3
-63,-72,-56,-68,3
-63,-71,-57,-59,3
-63,-72,-61,-69,3
-62,-72,-65,-59,3
-63,-72,-62,-71,3
-65,-71,-56,-69,3
-63,-72,-64,-71,3
-63,-72,-64,-59,3
-63,-71,-56,-59,3
-63,-72,-56,-59,3
-63,-72,-56,-59,3
-63,-71,-64,-71,3
-62,-71,-62,-71,3
-63,-71,-56,-59,3
-63,-72,-56,-69,3
-63,-72,-56,-69,3
-63,-71,-64,-69,3
-65,-72,-65,-59,3
-63,-71,-61,-71,3
-65,-71,-64,-68,3
-63,-72,-56,-69,3
-63,-71,-65,-71,3
-63,-71,-56,-59,3
-63,-72,-56,-59,3
-62,-72,-56,-69,3
-63,-71,-57,-59,3
-63,-71,-56,-59,3
-65,-72,-64,-59,3
-65,-71,-61,-71,3
-65,-71,-64,-69,3
-63,-72,-64,-72,3
-63,-72,-61,-71,3
-63,-72,-57,-69,3
-63,-71,-61,-69,3
-63,-71,-65,-69,3
-63,-72,-65,-59,3
-63,-71,-64,-69,3
-65,-71,-65,-69,3
-65,-72,-64,-69,3
-62,-72,-56,-59,3
-63,-72,-56,-59,3
-63,-72,-61,-69,3
-63,-71,-56,-69,3
-65,-72,-65,-69,3
-63,-71,-56,-68,3
-63,-71,-56,-59,3
-63,-72,-65,-59,3
-63,-72,-62,-59,3
-63,-71,-57,-69,3
-63,-71,-62,-69,3
-63,-72,-65,-59,3
-62,-72,-62,-68,3
-65,-72,-57,-59,3
-63,-72,-62,-59,3
-64,-72,-56,-59,3
-62,-72,-57,-71,3
-63,-72,-56,-59,3
-63,-71,-62,-69,3
-63,-71,-62,-59,3
-65,-72,-65,-71,3
-65,-72,-65,-68,3
-63,-71,-64,-71,3
-63,-72,-56,-71,3
-63,-71,-64,-59,3
-65,-72,-57,-68,3
-65,-72,-62,-58,3
-62,-72,-56,-59,3
-63,-71,-56,-69,3
-65,-72,-62,-59,3
-63,-71,-65,-71,3
-63,-73,-62,-69,3
-63,-73,-62,-59,3
-63,-71,-57,-69,3
-63,-72,-65,-68,3
-63,-71,-65,-71,3
-63,-72,-65,-69,3
-63,-72,-65,-71,3
-62,-72,-65,-71,3
-64,-72,-56,-59,3
-63,-72,-56,-59,3
-65,-71,-57,-68,3
-63,-72,-57,-59,3
-63,-71,-56,-59,3
-63,-72,-62,-68,3
-63,-71,-56,-71,3
-63,-71,-56,-71,3
-63,-71,-65,-71,3
-63,-71,-55,-68,3
-63,-71,-65,-71,3
-62,-71,-64,-59,3
-62,-72,-65,-69,3
-65,-72,-64,-71,3
-63,-72,-56,-71,3
-63,-72,-64,-69,3
-62,-72,-64,-59,3
-65,-72,-62,-59,3
-63,-72,-65,-72,3
-63,-71,-62,-69,3
-63,-72,-65,-59,3
-64,-72,-56,-69,3
-65,-72,-57,-69,3
-63,-72,-65,-71,3
-63,-73,-65,-68,3
-63,-72,-62,-59,3
-63,-72,-62,-69,3
-63,-71,-62,-69,3
-65,-71,-57,-59,3
-63,-71,-56,-69,3
-63,-72,-65,-72,3
-63,-72,-56,-59,3
-63,-71,-62,-69,3
-65,-71,-65,-59,3
-65,-71,-65,-59,3
-65,-71,-65,-72,3
-63,-71,-65,-59,3
-63,-72,-56,-69,3
-65,-71,-57,-59,3
-63,-71,-64,-71,3
-65,-71,-65,-68,3
-65,-71,-65,-72,3
-63,-73,-56,-71,3
-62,-73,-62,-59,3
-63,-72,-56,-68,3
-63,-72,-62,-69,3
-63,-72,-62,-71,3
-63,-72,-62,-69,3
-63,-71,-56,-59,3
-63,-71,-65,-71,3
-65,-71,-62,-69,3
-63,-71,-62,-59,3
-65,-71,-57,-72,3
-63,-72,-56,-59,3
-63,-71,-62,-69,3
-65,-71,-65,-71,3
-63,-71,-56,-59,3
-63,-72,-62,-71,3
-63,-72,-62,-59,3
-65,-71,-65,-71,3
-63,-71,-65,-59,3
-63,-72,-62,-59,3
-63,-71,-65,-72,3
-63,-73,-57,-71,3
-63,-71,-62,-59,3
-63,-71,-56,-59,3
-65,-72,-62,-59,3
-63,-72,-65,-72,3
-65,-72,-62,-59,3
-63,-71,-65,-59,3
-63,-72,-65,-59,3
-63,-72,-61,-71,3
-63,-72,-56,-59,3
-63,-72,-62,-71,3
-63,-72,-56,-69,3
-65,-71,-57,-59,3
-63,-71,-56,-59,3
-63,-72,-62,-59,3
-63,-71,-62,-59,3
-63,-72,-57,-69,3
-63,-72,-56,-69,3
-63,-71,-62,-68,3
-62,-72,-62,-69,3
-64,-71,-65,-69,3
-63,-71,-56,-71,3
-65,-71,-56,-68,3
-63,-72,-56,-72,3
-63,-72,-57,-59,3
-65,-72,-65,-59,3
-63,-72,-57,-59,3
-63,-72,-57,-69,3
-65,-71,-56,-71,3
-63,-71,-62,-71,3
-65,-71,-57,-72,3
-63,-72,-62,-69,3
-63,-71,-56,-59,3
-63,-71,-65,-59,3
-63,-71,-57,-59,3
-62,-72,-65,-69,3
-65,-71,-57,-59,3
-65,-71,-57,-59,3
-63,-72,-56,-59,3
-63,-71,-57,-71,3
-65,-73,-65,-69,3
-63,-72,-63,-69,3
-65,-71,-57,-59,3
-63,-73,-56,-59,3
-63,-72,-56,-68,3
-63,-73,-65,-69,3
-63,-71,-61,-69,3
-63,-71,-56,-69,3
-63,-71,-57,-69,3
-65,-72,-56,-68,3
-63,-71,-56,-59,3
-63,-71,-62,-59,3
-63,-71,-65,-71,3
-63,-71,-62,-59,3
-63,-72,-65,-69,3
-63,-71,-62,-59,3
-63,-72,-65,-69,3
-63,-72,-65,-71,3
-63,-71,-65,-59,3
-63,-72,-65,-71,3
-65,-72,-65,-59,3
-64,-72,-56,-59,3
-63,-72,-57,-58,3
-63,-72,-56,-59,3
-63,-71,-62,-59,3
-63,-72,-62,-69,3
-63,-72,-57,-69,3
-63,-71,-65,-59,3
-63,-72,-56,-69,3
-63,-72,-62,-71,3
-63,-71,-65,-69,3
-63,-72,-56,-71,3
-65,-72,-56,-59,3
-62,-72,-56,-69,3
-63,-73,-56,-59,3
-63,-72,-56,-59,3
-63,-72,-62,-59,3
-63,-72,-56,-59,3
-63,-72,-65,-71,3
-63,-72,-62,-68,3
-64,-73,-56,-59,3
-63,-72,-62,-69,3
-63,-72,-65,-71,3
-65,-72,-57,-68,3
-63,-71,-62,-71,3
-65,-71,-57,-69,3
-64,-73,-57,-59,3
-63,-71,-62,-69,3
-63,-72,-62,-68,3
-65,-73,-65,-59,3
-63,-71,-61,-68,3
-63,-72,-56,-71,3
-65,-73,-62,-59,3
-65,-73,-62,-59,3
-63,-73,-57,-68,3
-65,-72,-65,-68,3
-64,-71,-65,-69,3
-63,-73,-62,-69,3
-63,-71,-57,-69,3
-63,-71,-57,-59,3
-63,-71,-64,-59,3
-63,-71,-64,-69,3
-63,-73,-62,-59,3
-63,-71,-57,-59,3
-63,-72,-57,-59,3
-65,-71,-57,-71,3
-63,-73,-56,-59,3
-63,-73,-65,-59,3
-63,-71,-65,-69,3
-65,-71,-65,-69,3
-63,-72,-65,-69,3
-63,-71,-56,-71,3
-63,-71,-65,-71,3
-65,-72,-65,-69,3
-63,-72,-62,-69,3
-65,-72,-62,-69,3
-63,-72,-65,-69,3
-63,-72,-57,-59,3
-63,-72,-65,-69,3
-65,-71,-62,-59,3
-65,-72,-62,-59,3
-63,-73,-65,-71,3
-65,-72,-57,-71,3
-63,-72,-65,-71,3
-63,-71,-63,-71,3
-63,-73,-65,-59,3
-65,-71,-65,-71,3
-63,-71,-65,-71,3
-63,-72,-62,-59,3
-63,-71,-57,-71,3
-63,-71,-65,-59,3
-63,-71,-57,-71,3
-63,-71,-65,-69,3
-63,-72,-65,-71,3
-63,-71,-62,-69,3
-63,-71,-65,-59,3
-63,-72,-57,-71,3
-65,-71,-64,-59,3
-63,-71,-64,-71,3
-63,-72,-62,-68,3
-63,-72,-64,-71,3
-65,-71,-57,-69,3
-63,-72,-57,-69,3
-63,-71,-56,-71,3
-65,-71,-65,-59,3
-63,-71,-65,-69,3
-63,-72,-64,-59,3
-63,-72,-57,-59,3
-63,-71,-56,-68,3
-63,-71,-62,-68,3
-63,-71,-62,-58,3
-65,-73,-57,-69,3
-63,-71,-56,-68,3
-63,-72,-57,-59,3
-63,-72,-65,-71,3
-63,-72,-62,-68,3
-65,-72,-57,-59,3
-65,-72,-62,-59,3
-65,-72,-56,-59,3
-65,-72,-62,-69,3
-63,-72,-65,-68,3
-65,-71,-64,-69,3
-65,-72,-56,-59,3
-63,-72,-57,-59,3
-65,-71,-56,-69,3
-65,-72,-57,-69,3
-63,-72,-62,-59,3
-63,-72,-57,-59,3
-63,-72,-65,-59,3
-65,-71,-65,-69,3
-62,-72,-65,-69,3
-63,-72,-57,-69,3
-65,-72,-64,-59,3
-63,-72,-62,-59,3
-65,-72,-56,-68,3
-63,-72,-62,-72,3
-63,-72,-65,-59,3
-63,-72,-62,-69,3
-62,-71,-62,-71,3
-65,-71,-64,-59,3
-63,-71,-62,-59,3
-63,-72,-57,-59,3
-63,-71,-62,-71,3
-65,-72,-65,-59,3
-63,-72,-65,-68,3
-65,-71,-65,-69,3
-62,-71,-56,-59,3
-63,-71,-64,-69,3
-65,-72,-62,-71,3
-63,-73,-65,-69,3
-65,-73,-57,-59,3
-65,-72,-65,-59,3
-63,-72,-62,-59,3
-63,-71,-64,-69,3
-65,-72,-56,-59,3
-64,-71,-57,-71,3
-63,-72,-56,-68,3
-63,-71,-62,-59,3
-63,-72,-61,-68,3
-63,-72,-56,-68,3
-61,-70,-56,-59,3
-61,-71,-61,-59,3
-60,-71,-61,-59,3
-60,-73,-57,-59,3
-65,-73,-65,-68,3
-60,-73,-65,-68,3
-61,-71,-65,-68,3
-64,-72,-65,-69,3
-64,-72,-65,-68,3
-62,-73,-56,-68,3
-63,-72,-62,-68,3
-63,-72,-65,-59,3
-65,-71,-56,-59,3
-62,-72,-65,-59,3
-63,-72,-57,-69,3
-63,-71,-62,-69,3
-63,-71,-56,-71,3
-63,-72,-64,-59,3
-63,-71,-62,-71,3
-62,-71,-57,-69,3
-63,-72,-62,-68,3
-63,-71,-64,-71,3
-65,-71,-57,-59,3
-63,-72,-64,-71,3
-65,-71,-62,-69,3
-63,-71,-65,-69,3
-63,-71,-65,-69,3
-63,-72,-57,-59,3
-63,-72,-57,-59,3
-63,-71,-65,-59,3
-63,-73,-62,-59,3
-63,-72,-64,-69,3
-63,-72,-57,-69,3
-63,-71,-65,-59,3
-63,-72,-65,-69,3
-63,-71,-64,-69,3
-63,-71,-65,-69,3
-63,-72,-57,-59,3
-62,-72,-57,-68,3
-65,-71,-57,-69,3
-66,-70,-57,-68,3
-63,-72,-57,-59,3
-62,-70,-62,-68,3
-64,-70,-62,-68,3
-64,-71,-62,-59,3
-63,-71,-57,-59,3
-63,-71,-64,-70,3
-63,-71,-57,-59,3
-65,-72,-64,-59,3
-63,-71,-57,-69,3
-63,-72,-57,-69,3
-64,-72,-57,-70,3
-59,-72,-57,-70,3
-60,-69,-63,-66,3
-68,-71,-63,-68,3
-68,-73,-65,-59,3
-61,-69,-61,-69,3
-61,-73,-63,-59,3
-61,-78,-57,-67,3
-60,-75,-52,-68,4
-60,-71,-52,-68,4
-59,-60,-74,-68,4
-68,-62,-71,-68,4
-70,-71,-54,-79,4
-59,-63,-53,-69,4
-74,-69,-69,-67,4
-68,-62,-71,-68,4
-59,-68,-70,-68,4
-77,-63,-71,-68,4
-75,-69,-52,-69,4
-70,-77,-52,-69,4
-70,-70,-53,-68,4
-60,-63,-55,-68,4
-60,-70,-71,-70,4
-70,-70,-72,-85,4
-60,-63,-54,-68,4
-60,-69,-54,-68,4
-60,-63,-71,-85,4
-75,-63,-53,-68,4
-60,-63,-71,-69,4
-60,-69,-54,-68,4
-60,-78,-55,-69,4
-60,-70,-53,-69,4
-70,-69,-71,-68,4
-76,-70,-53,-69,4
-76,-63,-53,-69,4
-60,-70,-53,-68,4
-60,-77,-53,-68,4
-70,-80,-53,-85,4
-76,-63,-71,-68,4
-70,-70,-52,-68,4
-70,-63,-71,-68,4
-60,-77,-71,-68,4
-60,-69,-53,-68,4
-60,-78,-55,-69,4
-70,-69,-53,-68,4
-60,-63,-71,-69,4
-60,-70,-53,-69,4
-69,-63,-71,-86,4
-69,-78,-72,-69,4
-60,-63,-53,-68,4
-77,-62,-53,-69,4
-69,-78,-54,-69,4
-68,-63,-53,-68,4
-60,-63,-70,-68,4
-60,-83,-55,-68,4
-69,-81,-55,-68,4
-59,-69,-52,-68,4
-60,-62,-52,-68,4
-59,-62,-52,-68,4
-69,-68,-74,-83,4
-70,-82,-54,-81,4
-60,-63,-71,-68,4
-69,-63,-72,-68,4
-69,-62,-52,-68,4
-75,-62,-52,-68,4
-60,-63,-52,-68,4
-69,-68,-72,-68,4
-76,-68,-72,-68,4
-78,-81,-52,-67,4
-70,-68,-54,-68,4
-69,-62,-52,-68,4
-76,-80,-72,-68,4
-77,-68,-52,-68,4
-60,-68,-54,-68,4
-69,-63,-52,-68,4
-70,-68,-52,-68,4
-70,-62,-52,-69,4
-78,-79,-52,-68,4
-60,-68,-55,-68,4
-69,-68,-54,-68,4
-70,-63,-71,-68,4
-60,-68,-71,-68,4
-60,-63,-71,-68,4
-60,-77,-52,-68,4
-70,-76,-71,-68,4
-60,-68,-55,-68,4
-69,-68,-71,-68,4
-70,-68,-52,-68,4
-60,-78,-54,-68,4
-60,-68,-52,-68,4
-75,-63,-52,-68,4
-74,-68,-52,-83,4
-70,-68,-55,-68,4
-60,-63,-54,-68,4
-70,-77,-52,-69,4
-60,-78,-53,-68,4
-75,-63,-52,-68,4
-74,-69,-55,-69,4
-59,-63,-52,-69,4
-75,-63,-55,-68,4
-69,-63,-70,-68,4
-69,-63,-53,-68,4
-75,-69,-53,-68,4
-77,-80,-70,-68,4
-78,-63,-53,-69,4
-68,-80,-71,-69,4
-60,-75,-53,-69,4
-70,-63,-72,-69,4
-69,-69,-71,-69,4
-70,-70,-55,-70,4
-70,-69,-53,-70,4
-77,-69,-71,-69,4
-69,-63,-53,-70,4
-60,-77,-71,-69,4
-76,-63,-53,-70,4
-70,-76,-71,-84,4
-70,-69,-54,-70,4
-77,-76,-53,-69,4
-60,-76,-71,-69,4
-69,-76,-53,-69,4
-70,-69,-55,-70,4
-77,-63,-53,-69,4
-77,-69,-55,-69,4
-70,-69,-52,-69,4
-76,-69,-71,-85,4
-60,-69,-55,-69,4
